2023-02-14 15:30:37,436  Blackbox: Logistic Training   INFO  Run Number: 2023-02-14T15:30:37.421531
2023-02-14 15:30:40,980  Blackbox: Logistic Training   INFO  Epoch: 1/300	Train Loss: 0.0096	Val Loss: 0.0091	Train Acc: 74.7189	Val Acc: 74.5194
2023-02-14 15:30:41,954  Blackbox: Logistic Training   INFO  Epoch: 2/300	Train Loss: 0.0087	Val Loss: 0.0086	Train Acc: 75.4005	Val Acc: 74.5411
2023-02-14 15:30:43,002  Blackbox: Logistic Training   INFO  Epoch: 3/300	Train Loss: 0.0083	Val Loss: 0.0083	Train Acc: 75.4060	Val Acc: 74.5303
2023-02-14 15:30:44,055  Blackbox: Logistic Training   INFO  Epoch: 4/300	Train Loss: 0.0081	Val Loss: 0.0081	Train Acc: 75.4114	Val Acc: 74.5520
2023-02-14 15:30:45,098  Blackbox: Logistic Training   INFO  Epoch: 5/300	Train Loss: 0.0079	Val Loss: 0.0079	Train Acc: 75.4168	Val Acc: 74.5520
2023-02-14 15:30:46,190  Blackbox: Logistic Training   INFO  Epoch: 6/300	Train Loss: 0.0078	Val Loss: 0.0078	Train Acc: 75.4114	Val Acc: 74.6063
2023-02-14 15:30:47,262  Blackbox: Logistic Training   INFO  Epoch: 7/300	Train Loss: 0.0076	Val Loss: 0.0077	Train Acc: 75.4440	Val Acc: 74.6389
2023-02-14 15:30:48,388  Blackbox: Logistic Training   INFO  Epoch: 8/300	Train Loss: 0.0075	Val Loss: 0.0076	Train Acc: 75.4766	Val Acc: 74.6714
2023-02-14 15:30:49,448  Blackbox: Logistic Training   INFO  Epoch: 9/300	Train Loss: 0.0074	Val Loss: 0.0075	Train Acc: 75.5472	Val Acc: 74.7475
2023-02-14 15:30:50,500  Blackbox: Logistic Training   INFO  Epoch: 10/300	Train Loss: 0.0073	Val Loss: 0.0074	Train Acc: 75.5960	Val Acc: 74.8887
2023-02-14 15:30:51,622  Blackbox: Logistic Training   INFO  Epoch: 11/300	Train Loss: 0.0073	Val Loss: 0.0073	Train Acc: 75.7400	Val Acc: 75.1276
2023-02-14 15:30:52,701  Blackbox: Logistic Training   INFO  Epoch: 12/300	Train Loss: 0.0072	Val Loss: 0.0073	Train Acc: 76.1419	Val Acc: 75.7576
2023-02-14 15:30:53,794  Blackbox: Logistic Training   INFO  Epoch: 13/300	Train Loss: 0.0071	Val Loss: 0.0072	Train Acc: 76.7203	Val Acc: 76.2681
2023-02-14 15:30:54,896  Blackbox: Logistic Training   INFO  Epoch: 14/300	Train Loss: 0.0071	Val Loss: 0.0072	Train Acc: 77.0135	Val Acc: 76.5287
